id,category,error_name,error_code,symptoms,probable_causes,step_1,step_2,step_3,verification,risk,sources
NET-001,Network,High packet loss in gaming/streaming,Packet_Loss,System loses internet intermittently; log shows Packet_Loss,ISP outage or DNS server issue,Check adapter drivers; reinstall or update network driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-002,Network,Very slow web browsing across sites,Slow_Browsing,Browser shows DNS error: Very slow web browsing across sites,Incorrect network adapter settings or driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,Restart router/modem; power-cycle network devices,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-003,Network,DHCP address assignment failed,DHCP_Failure,System loses internet intermittently; log shows DHCP_Failure,Incorrect network adapter settings or driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Check adapter drivers; reinstall or update network driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-004,Network,High packet loss in gaming/streaming,Packet_Loss,Browser shows DNS error: High packet loss in gaming/streaming,ISP outage or DNS server issue,Reset TCP/IP stack: `netsh int ip reset` and reboot,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Restart router/modem; power-cycle network devices,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-005,Network,Limited connectivity / no internet,Limited_Connectivity,System loses internet intermittently; log shows Limited_Connectivity,Incorrect network adapter settings or driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Check adapter drivers; reinstall or update network driver,Restart router/modem; power-cycle network devices,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-006,Network,Wi-Fi authentication failed,WiFi_Auth_Failure,Cannot obtain IP address; DHCP timeout (WiFi_Auth_Failure),ISP outage or DNS server issue,Reset TCP/IP stack: `netsh int ip reset` and reboot,Restart router/modem; power-cycle network devices,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-007,Network,Network disconnected,Network_Disconnected,System loses internet intermittently; log shows Network_Disconnected,Corrupted TCP/IP stack or misconfigured proxy,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Reset TCP/IP stack: `netsh int ip reset` and reboot,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-008,Network,Wi-Fi authentication failed,WiFi_Auth_Failure,System loses internet intermittently; log shows WiFi_Auth_Failure,ISP outage or DNS server issue,Reset TCP/IP stack: `netsh int ip reset` and reboot,Restart router/modem; power-cycle network devices,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-009,Network,Limited connectivity / no internet,Limited_Connectivity,Cannot obtain IP address; DHCP timeout (Limited_Connectivity),Corrupted TCP/IP stack or misconfigured proxy,Check adapter drivers; reinstall or update network driver,Restart router/modem; power-cycle network devices,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-010,Network,Network disconnected,Network_Disconnected,Browser shows DNS error: Network disconnected,Corrupted TCP/IP stack or misconfigured proxy,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Reset TCP/IP stack: `netsh int ip reset` and reboot,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-011,Network,Network disconnected,Network_Disconnected,System loses internet intermittently; log shows Network_Disconnected,Router/modem needs restart or firmware update,Check adapter drivers; reinstall or update network driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-012,Network,Limited connectivity / no internet,Limited_Connectivity,Browser shows DNS error: Limited connectivity / no internet,ISP outage or DNS server issue,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-013,Network,High packet loss in gaming/streaming,Packet_Loss,Cannot obtain IP address; DHCP timeout (Packet_Loss),Incorrect network adapter settings or driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Restart router/modem; power-cycle network devices,Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-014,Network,Very slow web browsing across sites,Slow_Browsing,Browser shows DNS error: Very slow web browsing across sites,Incorrect network adapter settings or driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-015,Network,Network disconnected,Network_Disconnected,Browser shows DNS error: Network disconnected,Corrupted TCP/IP stack or misconfigured proxy,Reset TCP/IP stack: `netsh int ip reset` and reboot,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-016,Network,Proxy configuration error,Proxy_Error,Cannot obtain IP address; DHCP timeout (Proxy_Error),Router/modem needs restart or firmware update,Check adapter drivers; reinstall or update network driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-017,Network,Network disconnected,Network_Disconnected,System loses internet intermittently; log shows Network_Disconnected,Corrupted TCP/IP stack or misconfigured proxy,Check adapter drivers; reinstall or update network driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-018,Network,DNS resolution failure,DNS_PROBE_FINISHED_NXDOMAIN,System loses internet intermittently; log shows DNS_PROBE_FINISHED_NXDOMAIN,ISP outage or DNS server issue,Check adapter drivers; reinstall or update network driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-019,Network,DNS resolution failure,DNS_PROBE_FINISHED_NXDOMAIN,Browser shows DNS error: DNS resolution failure,Router/modem needs restart or firmware update,Check adapter drivers; reinstall or update network driver,Restart router/modem; power-cycle network devices,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-020,Network,Network disconnected,Network_Disconnected,Cannot obtain IP address; DHCP timeout (Network_Disconnected),Corrupted TCP/IP stack or misconfigured proxy,Reset TCP/IP stack: `netsh int ip reset` and reboot,Restart router/modem; power-cycle network devices,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-021,Network,Proxy configuration error,Proxy_Error,Cannot obtain IP address; DHCP timeout (Proxy_Error),Incorrect network adapter settings or driver,Check adapter drivers; reinstall or update network driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-022,Network,Limited connectivity / no internet,Limited_Connectivity,Browser shows DNS error: Limited connectivity / no internet,Corrupted TCP/IP stack or misconfigured proxy,Restart router/modem; power-cycle network devices,Check adapter drivers; reinstall or update network driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-023,Network,Network disconnected,Network_Disconnected,Cannot obtain IP address; DHCP timeout (Network_Disconnected),Incorrect network adapter settings or driver,Restart router/modem; power-cycle network devices,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-024,Network,IP address conflict detected,IP_Conflict,System loses internet intermittently; log shows IP_Conflict,Incorrect network adapter settings or driver,Check adapter drivers; reinstall or update network driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-025,Network,Wi-Fi authentication failed,WiFi_Auth_Failure,System loses internet intermittently; log shows WiFi_Auth_Failure,Router/modem needs restart or firmware update,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Restart router/modem; power-cycle network devices,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-026,Network,High packet loss in gaming/streaming,Packet_Loss,Browser shows DNS error: High packet loss in gaming/streaming,Router/modem needs restart or firmware update,Restart router/modem; power-cycle network devices,Reset TCP/IP stack: `netsh int ip reset` and reboot,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-027,Network,Very slow web browsing across sites,Slow_Browsing,Cannot obtain IP address; DHCP timeout (Slow_Browsing),Incorrect network adapter settings or driver,Check adapter drivers; reinstall or update network driver,Restart router/modem; power-cycle network devices,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-028,Network,Limited connectivity / no internet,Limited_Connectivity,System loses internet intermittently; log shows Limited_Connectivity,Router/modem needs restart or firmware update,Reset TCP/IP stack: `netsh int ip reset` and reboot,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-029,Network,Network disconnected,Network_Disconnected,System loses internet intermittently; log shows Network_Disconnected,Corrupted TCP/IP stack or misconfigured proxy,Check adapter drivers; reinstall or update network driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-030,Network,Gateway not reachable,Gateway_Unreachable,Browser shows DNS error: Gateway not reachable,Corrupted TCP/IP stack or misconfigured proxy,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Check adapter drivers; reinstall or update network driver,Restart router/modem; power-cycle network devices,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-031,Network,High packet loss in gaming/streaming,Packet_Loss,System loses internet intermittently; log shows Packet_Loss,Incorrect network adapter settings or driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Check adapter drivers; reinstall or update network driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-032,Network,DHCP address assignment failed,DHCP_Failure,Browser shows DNS error: DHCP address assignment failed,Incorrect network adapter settings or driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Restart router/modem; power-cycle network devices,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-033,Network,Network disconnected,Network_Disconnected,Cannot obtain IP address; DHCP timeout (Network_Disconnected),ISP outage or DNS server issue,Check adapter drivers; reinstall or update network driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-034,Network,Wi-Fi authentication failed,WiFi_Auth_Failure,Browser shows DNS error: Wi-Fi authentication failed,Incorrect network adapter settings or driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-035,Network,IP address conflict detected,IP_Conflict,Browser shows DNS error: IP address conflict detected,Corrupted TCP/IP stack or misconfigured proxy,Check adapter drivers; reinstall or update network driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-036,Network,Proxy configuration error,Proxy_Error,System loses internet intermittently; log shows Proxy_Error,Corrupted TCP/IP stack or misconfigured proxy,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-037,Network,IP address conflict detected,IP_Conflict,Browser shows DNS error: IP address conflict detected,Router/modem needs restart or firmware update,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Reset TCP/IP stack: `netsh int ip reset` and reboot,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-038,Network,Very slow web browsing across sites,Slow_Browsing,System loses internet intermittently; log shows Slow_Browsing,Corrupted TCP/IP stack or misconfigured proxy,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-039,Network,Limited connectivity / no internet,Limited_Connectivity,System loses internet intermittently; log shows Limited_Connectivity,ISP outage or DNS server issue,Reset TCP/IP stack: `netsh int ip reset` and reboot,Check adapter drivers; reinstall or update network driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-040,Network,Network disconnected,Network_Disconnected,Cannot obtain IP address; DHCP timeout (Network_Disconnected),ISP outage or DNS server issue,Check adapter drivers; reinstall or update network driver,Restart router/modem; power-cycle network devices,Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-041,Network,Very slow web browsing across sites,Slow_Browsing,System loses internet intermittently; log shows Slow_Browsing,Incorrect network adapter settings or driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,Restart router/modem; power-cycle network devices,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-042,Network,IP address conflict detected,IP_Conflict,System loses internet intermittently; log shows IP_Conflict,ISP outage or DNS server issue,Reset TCP/IP stack: `netsh int ip reset` and reboot,Restart router/modem; power-cycle network devices,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-043,Network,Gateway not reachable,Gateway_Unreachable,System loses internet intermittently; log shows Gateway_Unreachable,Incorrect network adapter settings or driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,Restart router/modem; power-cycle network devices,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-044,Network,DHCP address assignment failed,DHCP_Failure,Browser shows DNS error: DHCP address assignment failed,Router/modem needs restart or firmware update,Restart router/modem; power-cycle network devices,Check adapter drivers; reinstall or update network driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-045,Network,Limited connectivity / no internet,Limited_Connectivity,Browser shows DNS error: Limited connectivity / no internet,Router/modem needs restart or firmware update,Reset TCP/IP stack: `netsh int ip reset` and reboot,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-046,Network,IP address conflict detected,IP_Conflict,System loses internet intermittently; log shows IP_Conflict,ISP outage or DNS server issue,Restart router/modem; power-cycle network devices,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-047,Network,DHCP address assignment failed,DHCP_Failure,Browser shows DNS error: DHCP address assignment failed,Corrupted TCP/IP stack or misconfigured proxy,Restart router/modem; power-cycle network devices,Check adapter drivers; reinstall or update network driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-048,Network,Very slow web browsing across sites,Slow_Browsing,Browser shows DNS error: Very slow web browsing across sites,ISP outage or DNS server issue,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Reset TCP/IP stack: `netsh int ip reset` and reboot,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-049,Network,Proxy configuration error,Proxy_Error,System loses internet intermittently; log shows Proxy_Error,ISP outage or DNS server issue,Restart router/modem; power-cycle network devices,Reset TCP/IP stack: `netsh int ip reset` and reboot,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-050,Network,Gateway not reachable,Gateway_Unreachable,Browser shows DNS error: Gateway not reachable,Incorrect network adapter settings or driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Check adapter drivers; reinstall or update network driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-051,Network,DNS resolution failure,DNS_PROBE_FINISHED_NXDOMAIN,Cannot obtain IP address; DHCP timeout (DNS_PROBE_FINISHED_NXDOMAIN),Router/modem needs restart or firmware update,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Reset TCP/IP stack: `netsh int ip reset` and reboot,Restart router/modem; power-cycle network devices,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-052,Network,Network disconnected,Network_Disconnected,Cannot obtain IP address; DHCP timeout (Network_Disconnected),Router/modem needs restart or firmware update,Restart router/modem; power-cycle network devices,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-053,Network,IP address conflict detected,IP_Conflict,Browser shows DNS error: IP address conflict detected,Corrupted TCP/IP stack or misconfigured proxy,Check adapter drivers; reinstall or update network driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-054,Network,DNS resolution failure,DNS_PROBE_FINISHED_NXDOMAIN,System loses internet intermittently; log shows DNS_PROBE_FINISHED_NXDOMAIN,ISP outage or DNS server issue,Check adapter drivers; reinstall or update network driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-055,Network,Network disconnected,Network_Disconnected,Cannot obtain IP address; DHCP timeout (Network_Disconnected),Router/modem needs restart or firmware update,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Restart router/modem; power-cycle network devices,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-056,Network,Gateway not reachable,Gateway_Unreachable,System loses internet intermittently; log shows Gateway_Unreachable,Incorrect network adapter settings or driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-057,Network,Limited connectivity / no internet,Limited_Connectivity,Browser shows DNS error: Limited connectivity / no internet,ISP outage or DNS server issue,Reset TCP/IP stack: `netsh int ip reset` and reboot,Restart router/modem; power-cycle network devices,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-058,Network,DHCP address assignment failed,DHCP_Failure,Browser shows DNS error: DHCP address assignment failed,Incorrect network adapter settings or driver,Restart router/modem; power-cycle network devices,Check adapter drivers; reinstall or update network driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-059,Network,Gateway not reachable,Gateway_Unreachable,System loses internet intermittently; log shows Gateway_Unreachable,Corrupted TCP/IP stack or misconfigured proxy,Check adapter drivers; reinstall or update network driver,Restart router/modem; power-cycle network devices,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-060,Network,DHCP address assignment failed,DHCP_Failure,System loses internet intermittently; log shows DHCP_Failure,Router/modem needs restart or firmware update,Restart router/modem; power-cycle network devices,Check adapter drivers; reinstall or update network driver,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-061,Network,Network disconnected,Network_Disconnected,System loses internet intermittently; log shows Network_Disconnected,Corrupted TCP/IP stack or misconfigured proxy,Reset TCP/IP stack: `netsh int ip reset` and reboot,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-062,Network,High packet loss in gaming/streaming,Packet_Loss,Browser shows DNS error: High packet loss in gaming/streaming,Corrupted TCP/IP stack or misconfigured proxy,Reset TCP/IP stack: `netsh int ip reset` and reboot,Check adapter drivers; reinstall or update network driver,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-063,Network,Very slow web browsing across sites,Slow_Browsing,Browser shows DNS error: Very slow web browsing across sites,Corrupted TCP/IP stack or misconfigured proxy,Restart router/modem; power-cycle network devices,Reset TCP/IP stack: `netsh int ip reset` and reboot,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-064,Network,Limited connectivity / no internet,Limited_Connectivity,Cannot obtain IP address; DHCP timeout (Limited_Connectivity),Router/modem needs restart or firmware update,Check adapter drivers; reinstall or update network driver,Restart router/modem; power-cycle network devices,Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-065,Network,High packet loss in gaming/streaming,Packet_Loss,Cannot obtain IP address; DHCP timeout (Packet_Loss),Router/modem needs restart or firmware update,Check adapter drivers; reinstall or update network driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,"Test with different DNS (e.g., 8.8.8.8 / 1.1.1.1)",Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-066,Network,Wi-Fi authentication failed,WiFi_Auth_Failure,Browser shows DNS error: Wi-Fi authentication failed,Corrupted TCP/IP stack or misconfigured proxy,Check adapter drivers; reinstall or update network driver,Reset TCP/IP stack: `netsh int ip reset` and reboot,Restart router/modem; power-cycle network devices,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-067,Network,High packet loss in gaming/streaming,Packet_Loss,Cannot obtain IP address; DHCP timeout (Packet_Loss),Corrupted TCP/IP stack or misconfigured proxy,Check adapter drivers; reinstall or update network driver,Restart router/modem; power-cycle network devices,Reset TCP/IP stack: `netsh int ip reset` and reboot,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-068,Network,Wi-Fi authentication failed,WiFi_Auth_Failure,System loses internet intermittently; log shows WiFi_Auth_Failure,Incorrect network adapter settings or driver,Restart router/modem; power-cycle network devices,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
NET-069,Network,IP address conflict detected,IP_Conflict,Browser shows DNS error: IP address conflict detected,Incorrect network adapter settings or driver,Restart router/modem; power-cycle network devices,Flush DNS cache: `ipconfig /flushdns` and renew IP: `ipconfig /release` / `ipconfig /renew`,Check adapter drivers; reinstall or update network driver,Internet restored consistently; run `ping` and `tracert` checks for stability.,low,ISP docs / networking guides (paraphrased)
